,qid1,qid2,question1,question2,is_duplicate
1492,25206,4472,Are there any heads of state who are dual citizens?,Is the monarch of the Commonwealth Realms a citizen of any or all of them?,1
1493,39896,4472,Is Queen Elizabeth II a national of each of the Commonwealth realms?,Is the monarch of the Commonwealth Realms a citizen of any or all of them?,1
1494,25206,24619,Are there any heads of state who are dual citizens?,Have there ever been Members of Parliament who weren't UK citizens?,1
1495,25230,16735,Why is it so important for a non-EUR EU member to adopt EUR currency?,Barriers to a global currency,1
1496,25285,16735,What moral hazards are possible when a government produces its own currency; vs when it doesn't?,Barriers to a global currency,1
1497,25230,8737,Why is it so important for a non-EUR EU member to adopt EUR currency?,Why was having a common currency in the EU seen as necessary?,1
1498,25230,8737,Why is it so important for a non-EUR EU member to adopt EUR currency?,Why was having a common currency in the EU seen as necessary?,1
1499,25236,13575,Do any countries have a 100 open immigration policy?,Why countries selling passports is bad?,1
1500,25260,25082,What is the opinion of non-Catalan Spanish citizens regarding the use of force to subdue the Catalan independence?,How many people were seriously injured during the Catalan independence referendum?,1
1501,25285,13723,What moral hazards are possible when a government produces its own currency; vs when it doesn't?,How do governments stop hyperinflation?,1
1502,25290,23815,What is the Alt-Left?,What is Antifa?,1
1503,25314,25155,Would a Catalan secession from Spain spark whole new borders in Europe?,What could Spain do legally if Cataluña proclaims independence?,1
1504,25342,1482,Has the US Government acknowledged the slight decline of the secondary education?,Does standard of living correlate with higher education?,1
1505,25432,24148,Why does a country have to pay a fee to leave the EU?,Why does the EU care so much about the UK divorce payment?,1
1506,25432,24148,Why does a country have to pay a fee to leave the EU?,Why does the EU care so much about the UK divorce payment?,1
1507,26347,24148,If UK left WTO - would it also have to pay divorce settlement?,Why does the EU care so much about the UK divorce payment?,1
1508,38171,24148,Would the UK have to pay anything to the EU in case of a no-deal Brexit?,Why does the EU care so much about the UK divorce payment?,1
1509,25478,25450,When was the USPS post office retiree healthcare benefits started?,Does the USPS post office lose $6 billion per year and require taxpayer bailouts every year?,1
1510,25493,18774,Why is the new German parliament 12  bigger?,"In proportional voting systems, what decides which district is ""assigned"" to which candidate?",1
1511,25519,605,What's the cause of Somalia's 30+ year civil war?,"Why did Somalia fail as a state, and what keeps it from coming back?",1
1512,25519,605,What's the cause of Somalia's 30+ year civil war?,"Why did Somalia fail as a state, and what keeps it from coming back?",1
1513,25578,25573,Can catalans lose EU/Spanish citizenship if Catalonia is independence?,What's will be like a viable and legal roadmap to Catalonian independence?,1
1514,25578,19870,Can catalans lose EU/Spanish citizenship if Catalonia is independence?,Can Catalonia enter the EU after its independence from Spain?,1
1515,25605,25087,Why are Spanish parties imposing new elections in Catalonia?,"For the 2017 Catalan independence referendum, are there any turnout estimates counting only polling stations where voters were actually able to vote?",1
1516,25607,25560,Can Rajoy repeat the Catalan election multiple times?,"What does ""direct Spanish rule over Catalonia"" actually mean?",1
1517,25769,25560,How much is Catalonia complying with Madrid?,"What does ""direct Spanish rule over Catalonia"" actually mean?",1
1518,25643,3447,Why would somebody want to shut down a speaking event?,"What is the purpose of gay pride parades? If the purpose is clear, is it productive or counterproductive?",1
1519,25647,14821,What is the term for the idea that everyone should vote according to their own best interests?,Which portions of rural/metropolitan voter income have benefited from regional voting tendencies?,1
1520,25658,25615,"Which country was leading ""rules-based order"" of the west before the USA?","What does ""rules-based order"" mean?",1
1521,25662,16849,What connects successful enterpreneurs and populism?,"What is ""politology""?",1
1522,25678,19464,"Why do US Republicans continually go after cuts to Medicare, Medicaid, social security?",What is Trump's plan to get the United States out of trillions in debt?,1
1523,25759,8505,Is there a ranking of states based on how unitary/federalized they are?,How much is Russia actually a federation?,1
1524,25769,25605,How much is Catalonia complying with Madrid?,Why are Spanish parties imposing new elections in Catalonia?,1
1525,25769,25337,How much is Catalonia complying with Madrid?,What is the position of the main Spanish Catalonia independence movements on French Catalonia?,1
1526,25793,25515,How can the Catalan leaders be accused for rebellion if no violence has taken place?,A Spanish judge has jailed two key members of the Catalan independence movement. Have others been ever accused and convicted for sedition?,1
1527,25811,25759,Is it normal for a democracy to prosecute secessionist leaders for rebellion?,Is there a ranking of states based on how unitary/federalized they are?,1
1528,26040,25759,"Would it be reasonable to see each US ""state"" as a country in their own, nowadays?",Is there a ranking of states based on how unitary/federalized they are?,1
1529,35304,25759,Is the US one of the most decentralized countries in the world?,Is there a ranking of states based on how unitary/federalized they are?,1
1530,35304,25759,Is the US one of the most decentralized countries in the world?,Is there a ranking of states based on how unitary/federalized they are?,1
1531,25858,19280,How would a libertarian government deal with intellectual property?,Is Libertarianism in favor of intellectual property rights?,1
1532,25890,8617,Why is paid lobbying considered a form of 'free speech'?,"What is ""lobbying"" and how does it get used in Canada to change government policy?",1
1533,25981,2512,Is there a Constitutional fine on illegal immigrants?,Why is the Slave Trade provision of the US Constitution so broad?,1
1534,25993,25890,How can the influence of wealthy individuals on democratic processes be reduced?,Why is paid lobbying considered a form of 'free speech'?,1
